tuf1,192.168.85.101,172.17.8.101,true,true,10.200.1.0/24
tuf2,192.168.85.102,172.17.8.102,true,true,10.200.2.0/24
tuf3,192.168.85.103,172.17.8.103,true,true,10.200.3.0/24
tuf4,192.168.85.104,172.17.8.104,true,true,10.200.4.0/24
